R0688900	PERCENT CHANCE R A PARENT BY 20 YEARS OLD
R0689000	PERCENT CHANCE R HAS COLLEGE DEGREE BY 30 YEARS OLD
R0689100	PERCENT CHANCE R WORK 20+ HOURS PER WEEK BY 30 YEARS OLD
R1235800	SAMPLE TYPE.  CROSS-SECTIONAL OR OVERSAMPLE
R1482600	KEY!RACE_ETHNICITY, COMBINED RACE AND ETHNICITY (SYMBOL)
R1486900	PARENT'S RELIGIOSITY, PARENT REPORT
R2163200	TIME R WAKES IN MORNING
R2163300	TIME R LEAVES HOME
R2163400	TIME R ARRIVES HOME AT END OF DAY?
R2163500	TIME R GOES TO SLEEP
R2163700	# HOURS R SPENDS AT REGULAR PLACE 01
R2163800	# HOURS R SPENDS AT REGULAR PLACE 02
R2163900	# HOURS R SPENDS AT REGULAR PLACE 03
R2164400	CHOCOLATE ICE CREAM (SAQ)
R2164500	FAVORITE ICE CREAM (SAQ)
R2165200	# DAYS PER WEEK TYPICALLY FAMILY DOES SOMETHING RELIGIOUS
R2247600	PERCENT CHANCE ARRESTED IF STEAL CAR?
R2247700	PERCENT CHANCE RELEASED WITH OUT CHARGE IF STOLE CAR?
R2247800	PERCENT CHANCE PAY FINE AND RELEASED IF STOLE CAR?
R2247900	PERCENT CHANCE GO TO JAIL IF STOLE CAR?
R3481000	TIME R WAKES IN MORNING
R3481100	TIME R LEAVES HOME
R3481200	TIME R ARRIVES HOME AT END OF DAY?
R3481300	TIME R GOES TO SLEEP
R3481500	# HOURS R SPENDS AT REGULAR PLACE 01
R3481600	# HOURS R SPENDS AT REGULAR PLACE 02
R3481700	# HOURS R SPENDS AT REGULAR PLACE 03
R3481800	LIST PLACES/ACTIVITIES R AT THIS PAST WEEK
R3482300	CHOCOLATE ICE CREAM (SAQ)
R3482400	FAVORITE ICE CREAM (SAQ)
R3483100	# DAYS PER WEEK TYPICALLY FAMILY DOES SOMETHING RELIGIOUS
R3547500	PERCENT CHANCE ARRESTED IF STEAL CAR?
R3547600	PERCENT CHANCE RELEASED WITH OUT CHARGE IF STOLE CAR?
R3547700	PERCENT CHANCE PAY FINE AND RELEASED IF STOLE CAR?
R3547800	PERCENT CHANCE GO TO JAIL IF STOLE CAR?
R4880500	CHOCOLATE ICE CREAM (SAQ)
R4880600	FAVORITE ICE CREAM (SAQ)
R4881300	# DAYS PER WEEK TYPICALLY FAMILY DOES SOMETHING RELIGIOUS
R4963300	PERCENT CHANCE ARRESTED IF STEAL CAR?
R4963400	PERCENT CHANCE RELEASED WITH OUT CHARGE IF STOLE CAR?
R4963500	PERCENT CHANCE PAY FINE AND RELEASED IF STOLE CAR?
R4963600	PERCENT CHANCE GO TO JAIL IF STOLE CAR?
R5155100	PERCENT CHANCE R IN SCHOOL NEXT YEAR
R5155200	PERCENT CHANCE R IN SCHOOL AND WORKING 20+ HOURS PER WEEK NEXT YEAR
R5155300	PERCENT CHANCE WORK 20+ HOURS WHILE NOT IN SCHOOL NEXT YEAR
R5155400	PERCENT CHANCE R WILL GET MARRIED WITHIN THE NEXT YEAR
R5155600	PERCENT CHANCE R PREGNANT BY NEXT YEAR
R5155700	PERCENT CHANCE R GET SOMEONE PREGNANT BY NEXT YEAR
R5155800	PERCENT CHANCE R GET DRUNK BY NEXT YEAR
R5155900	PERCENT CHANCE R VICTIM OF VIOLENT CRIME BY NEXT YEAR
R5156000	PERCENT CHANCE R ARRESTED BY NEXT YEAR
R5156200	PERCENT CHANCE R WILL BE A STUDENT IN REGULAR SCHOOL IN 5 YEARS
R5156300	PERCENT CHANCE R WILL BE IN SCHOOL AND WORKING MORE THAN 20 HRS/WK
R5156400	PERCENT CHANCE R WILL WORK MORE THAN 20 HRS/WK IF NOT IN SCHOOL IN
R5156500	PERCENT CHANCE R WILL GET MARRIED IN NEXT FIVE YEARS
R5156700	PERCENT CHANCE R BECOMES PREGNANT IN NEXT 5 YEARS
R5156800	PERCENT CHANCE R GETS SOMEONE PREGNANT IN NEXT 5 YEARS
R5156900	PERCENT CHANCE R DRINK ENOUGH TO GET SERIOUSLY DRUNK IN NEXT 5
R5157000	PERCENT CHANCE R IS VICTIM OF VIOLENT CRIME IN THE NEXT 5 YEARS
R5157100	PERCENT CHANCE R IS ARRESTED IN NEXT 5 YEARS
R5828100	HIGHEST GRADE R EXPECTS TO COMPLETE
R6469600	DOES R EXPECT TO BE WORKING IN A JOB 5 YEARS FROM NOW
R6532400	PERCENT CHANCE R BECOMES PREGNANT WITHIN ONE YEAR
R6532500	PERCENT CHANCE R BECOMES PREGNANT WITHIN 5 YEARS
R6532600	IF R BECOMES PREGNANT IN NEXT 5 YEARS, PERCENT CHANCE HAVE ABORTION
R6532700	PERCENT CHANCE R WILL HAVE A COLLEGE DEGREE AT AGE 30
R6596200	PERCENT CHANCE ARRESTED IF STEAL CAR?
R6596300	PERCENT CHANCE RELEASED WITH OUT CHARGE IF STOLE CAR?
R6596400	PERCENT CHANCE PAY FINE AND RELEASED IF STOLE CAR?
R6596500	PERCENT CHANCE GO TO JAIL IF STOLE CAR?
R6597300	DOES R EXPECT TO BE MARRIED IN ONE YEAR FROM INT DATE
R6597400	DOES R EXPECT TO BE MARRIED IN 5 YEARS FROM INT DATE
R6883400	CHK R IS IN SAMPLE GROUP #1
R6883500	PERCENT CHANCE R WILL MOVE WITHIN THE NEXT YEAR
R6883600	PERCENT CHANCE R WILL BE MARRIED WITHIN THE NEXT YEAR
R6883900	PERCENT CHANCE R PREGNANT BY NEXT YEAR
R6884000	PERCENT CHANCE R GET SOMEONE PREGNANT BY NEXT YEAR
R6884300	PERCENT CHANCE R WILL BE A STUDENT IN REGULAR SCHOOL IN 5 YEARS
R6884400	PERCENT CHANCE R WILL HAVE A 4-YEAR COLLEGE DEGREE BY THE AGE OF 30
R6884500	PERCENT CHANCE R WILL GET MARRIED IN NEXT FIVE YEARS
R6884600	PERCENT CHANCE R WILL HAVE A/ANOTHER CHILD IN NEXT 5 YEARS
R6884800	PERCENT CHANCE R WILL HAVE ANY/MORE CHILDREN IN ENTIRE LIFE
R6884900	PERCENT CHANCE R WILL HAVE 3 OR MORE/MORE ADDITIONAL KIDS IN
R6885000	PERCENT CHANCE R WILL HAVE EXACTLY TWO/TWO MORE CHILDREN IN
S0919400	R DOES NOT NEED RELIGION FOR GOOD VALUES
S0919500	R BELIEVES RELIGIOUS TEACHINGS ARE TO BE OBEYED EXACTLY AS WRITTEN
S0919600	R ASKS GOD HELP MAKE DECISIONS
S0919700	GOD NOTHING TO DO HAPPENS TO R
S0919800	R PRAYS MORE THAN ONCE A DAY
S0920000	R IS DISORGANIZED OR ORGANIZED
S0920100	R IS CONSCIENTIOUS OR NOT CONSCIENTIOUS
S0920200	R IS UNDEPENDABLE OR DEPENDABLE
S0920300	R IS THOROUGH OR CARELESS
S0920400	R IS AGREEABLE OR QUARRELSOME
S0920500	R IS DIFFICULT OR COOPERATIVE
S0920600	R IS STUBBORN OR FLEXIBLE
S0920700	R IS TRUSTFUL OR DISTRUSTFUL
S1223400	WHO IS R'S BEST FRIEND
S1223500	HOW OLD IS R'S BEST FRIEND
S1223600	HOW LONG HAS R KNOWN BEST FRIEND
S1223700	GENDER OF R'S BEST FRIEND
S1223800	ETHNICITY OF R'S BEST FRIEND
S1223900	RACE OF R'S BEST FRIEND
S1223901	RACE OF R'S BEST FRIEND
S1223902	RACE OF R'S BEST FRIEND
S1223903	RACE OF R'S BEST FRIEND
S1223904	RACE OF R'S BEST FRIEND
S1223905	RACE OF R'S BEST FRIEND
S1223906	RACE OF R'S BEST FRIEND
S1223907	RACE OF R'S BEST FRIEND
S1224000	ENROLLMENT STATUS OF R'S BEST FRIEND
S1224100	EMPLOYMENT STATUS OF R'S BEST FRIEND
S1224200	HIGHEST GRADE COMPLETED OF R'S BEST FRIEND
S1224300	HOW CLOSE R FEELS TO BEST FRIEND
S1224400	HOW MUCH DOES R'S BEST FRIEND CARE FOR R
S1224500	HOW OFTEN DOES R COMMUNICATE WITH BEST FRIEND
S1224600	HOW OFTEN DOES R DISCUSS EDUC OR JOB DECISIONS WITH BEST FRIEND
S1224700	HOW OFTEN DID R ASK BEST FRIEND FOR RELATIONSHIP ADVICE
S1225400	HOW MANY HOURS PER WEEK DOES R USE A COMPUTER
S1225500	HOW MANY HOURS PER WEEK DOES R WATCH TELEVISION
S1225600	HOW MANY HOURS PER NIGHT DOES R SLEEP
S1251200	PERCENT CHANCE R DIE BY NEXT YEAR
S1251300	PERCENT CHANCE R DIE BY NEXT YEAR
S2977800	EVER USE COMPUTER TO GET TO WEBSITE? (SAQ)
S2977900	CURRENTLY HAVE ACCESS TO INTERNET? (SAQ)
S4676600	EVER USE COMPUTER TO GET TO WEBSITE? (SAQ)
S4676700	CURRENTLY HAVE ACCESS TO INTERNET? (SAQ)
S4920400	WHO IS R'S BEST FRIEND
S4920500	HOW CLOSE R FEELS TO BEST FRIEND
S4920600	HOW MUCH DOES R'S BEST FRIEND CARE FOR R
S4920700	HOW OFTEN DOES R COMMUNICATE WITH BEST FRIEND
S4920800	HOW OFTEN DOES R DISCUSS EDUC OR JOB DECISIONS WITH BEST FRIEND
S4920900	HOW OFTEN DID R ASK BEST FRIEND FOR RELATIONSHIP ADVICE
S4921000	INTEREST IN GOVERNMENT AND PUBLIC AFFAIRS
S4921100	DID R VOTE IN NOVEMBER, 2004?
S4921400	R REGISTERED TO VOTE IN 2004?
S5532800	WHAT IS R'S CURRENT RELIGIOUS PREFERENCE?
S6308800	EVER USE COMPUTER TO GET TO WEBSITE? (SAQ)
S6308900	CURRENTLY HAVE ACCESS TO INTERNET? (SAQ)
S6316800	R DOES NOT NEED RELIGION FOR GOOD VALUES
S6316900	R BELIEVES RELIGIOUS TEACHINGS ARE TO BE OBEYED EXACTLY AS WRITTEN
S6317000	R ASKS GOD HELP MAKE DECISIONS
S6317100	GOD NOTHING TO DO HAPPENS TO R
S6317200	R PRAYS MORE THAN ONCE A DAY
S6317400	FREQ OF UNPAID VOLUNTEER WORK
S6317500	MAIN REASON FOR VOLUNTEER WORK
S6317600	HOW OFTEN ATTEND COMMUNITY GROUP MEETING
S6317700	DONATED TO A CAUSE IN LAST 12 MONTHS?
S6317800	TOTAL AMOUNT OF MONEY DONATED TO CAUSE
S8329700	EVER USE COMPUTER TO GET TO WEBSITE? (SAQ)
S8329800	CURRENTLY HAVE ACCESS TO INTERNET? (SAQ)
S8331700	R DOES NOT NEED RELIGION FOR GOOD VALUES
S8331800	R BELIEVES RELIGIOUS TEACHINGS ARE TO BE OBEYED EXACTLY AS WRITTEN
S8331900	R ASKS GOD HELP MAKE DECISIONS
S8332000	GOD NOTHING TO DO HAPPENS TO R
S8332100	R PRAYS MORE THAN ONCE A DAY
S8645400	INTEREST IN GOVERNMENT AND PUBLIC AFFAIRS
S8645600	DID R VOTE IN NOVEMBER, 2006?
S8645700	R REGISTERED TO VOTE IN 2006 (RETROSPECTIVE)?
S8645800	R REGISTERED TO VOTE IN 2006 (PROSPECTIVE)?
S8646000	SPEND TIME IN A PAID JOB
S8646100	SPEND TIME DOING HOUSEWORK
S8646200	SPEND TIME WITH FAMILY
S8646300	SPEND TIME WITH FRIENDS
S8646400	SPEND TIME IN LEISURE ACTIVITIES
S8646500	SPEND TIME RELAXING
S8646600	HOW R FEELS ABOUT AMOUNT OF TIME
S8646700	HOW OFTEN DOES R HAVE EXTRA TIME?
S8646800	HOW EXCITING IS RS LIFE?
S8646900	GOVERNMENT RESPONSIBILITY - PROVIDE JOBS FOR EVERYONE
S8647000	GOVERNMENT RESPONSIBILITY - KEEP PRICES UNDER CONTROL
S8647100	GOVERNMENT RESPONSIBILITY - PROVIDE HEALTH CARE FOR SICK
S8647200	GOVERNMENT RESPONSIBLITY - PROVIDE STANDARD OF LIVING FOR OLD
S8647300	GOVERNMENT RESPONSIBLITY - PROVIDE INDUSTRY WITH HELP
S8647400	GOVERNMENT RESPONSIBLITY - PROVIDE LIVING STANDARD FOR UNEMPLOYED
S8647500	GOVERNMENT RESPONSIBLITY - REDUCE INCOME DIFFERENCES
S8647600	GOVERNMENT RESPONSIBLITY - PROVIDE COLLEGE FINAN AID
S8647700	GOVERNMENT RESPONSIBLITY - PROVIDE DECENT HOUSING
S8647800	GOVERNMENT RESPONSIBLITY - PROTECT ENVIRONMENT
S8647900	HOW R RATES HIS CURRENT LIFE
T0737500	EVER USE COMPUTER TO GET TO WEBSITE? (SAQ)
T0737600	CURRENTLY HAVE ACCESS TO INTERNET? (SAQ)
T0739700	FREQ OF UNPAID VOLUNTEER WORK
T0739800	MAIN REASON FOR VOLUNTEER WORK
T0739900	HOW OFTEN ATTEND COMMUNITY GROUP MEETING
T0740000	DONATED TO A CAUSE IN LAST 12 MONTHS?
T0740100	TOTAL AMOUNT OF MONEY DONATED TO CAUSE
T1049900	HOW MANY HOURS PER WEEK DOES R USE A COMPUTER
T1050000	HOW MANY HOURS PER WEEK DOES R WATCH TELEVISION
T1050100	HOW MANY HOURS PER NIGHT DOES R SLEEP
T1068300	HOW R RATES HIS CURRENT LIFE
T1068600	IMPORTANCE OF NLSY97 IN UNDERSTANDING YOUNG AMERICANS LIVES
T1068700	PERCEIVED IMPORTANCE OF NLSY97 DATA TO OTHER PEOPLE
T1068800	HOW WELL DOES NLSY97 CAPTURE INFORMATION ABOUT RESPONDENTS LIFE?
T1069000	EVENTS OF PAST TWELVE MONTHS - DONATED BLOOD
T1069001	EVENTS OF PAST TWELVE MONTHS - GIVE TO HOMELESS
T1069002	EVENTS OF PAST TWELVE MONTHS - RETURN EXTRA CHANGE TO CASHIER
T1069003	EVENTS OF PAST TWELVE MONTHS - LET SOMEONE AHEAD IN LINE
T1069004	EVENTS OF PAST TWELVE MONTHS - ALLOW PERSON TO BORROW VALUABLE ITEM
T1069100	PERSONAL RESPONSIBILITY QUESTIONS - PEOPLE SHOULD HELP LESS
T1069101	PERSONAL RESPONSIBILITY QUESTIONS - PEOPLE SHOULD TAKE CARE OF
T1069102	PERSONAL RESPONSIBILITY QUESTIONS - HELPING PEOPLE IS IMPORTANT TO
T1069103	PERSONAL RESPONSIBILITY QUESTIONS -  PEOPLE NEED TO LOOK AFTER
T1069200	COMMUNITY PARTICIPATION - VOTING
T1069201	COMMUNITY PARTICIPATION - JURY DUTY
T1069202	COMMUNITY PARTICIPATION - REPORTING A CRIME
T1069203	COMMUNITY PARTICIPATION - KEEPING INFORMED
T2111400	WHAT IS R'S CURRENT RELIGIOUS PREFERENCE?
T2111500	R A BORN-AGAIN EVANGELICAL CHRISTIAN?
T2779700	CURRENTLY HAVE ACCESS TO INTERNET? (SAQ)
T2781900	R DOES NOT NEED RELIGION FOR GOOD VALUES
T2782000	R BELIEVES RELIGIOUS TEACHINGS ARE TO BE OBEYED EXACTLY AS WRITTEN
T2782100	R ASKS GOD HELP MAKE DECISIONS
T2782200	GOD NOTHING TO DO HAPPENS TO R
T2782300	R PRAYS MORE THAN ONCE A DAY
T2782400	IMPORTANCE OF RELIGIOUS FAITH IN DAILY LIFE
T3145100	HOW MANY HOURS PER WEEK DOES R USE A COMPUTER
T3145200	HOW MANY HOURS PER WEEK DOES R WATCH TELEVISION
T3145300	HOW MANY HOURS PER NIGHT DOES R SLEEP
T3161800	INTEREST IN GOVERNMENT AND PUBLIC AFFAIRS
T3162000	DID R VOTE IN NOVEMBER, 2008?
T3162100	R REGISTERED TO VOTE IN 2008 (RETROSPECTIVE)?
T3162200	R REGISTERED TO VOTE IN 2008 (PROSPECTIVE)?
T3162400	HOW R RATES HIS CURRENT LIFE
T3162500	PERSONALITY SCALE: EXTRAVERTED, ENTHUSIASTIC
T3162501	PERSONALITY SCALE: CRITICAL, QUARRELSOME
T3162502	PERSONALITY SCALE: DEPENDABLE, SELF-DISCIPLINED
T3162503	PERSONALITY SCALE: ANXIOUS, EASILY UPSET
T3162504	PERSONALITY SCALE: OPEN, COMPLEX
T3162505	PERSONALITY SCALE: RESERVED, QUIET
T3162506	PERSONALITY SCALE: SYMPATHETIC, WARM
T3162507	PERSONALITY SCALE: DISORGANIZED, CARELESS
T3162508	PERSONALITY SCALE: CALM, EMOTIONALLY STABLE
T3162509	PERSONALITY SCALE: CONVENTIONAL, UNCREATIVE
T3162600	PERSONALITY SCALE: HARD WORKER
T3162601	PERSONALITY SCALE: AMOUNT OF WORK
T3162602	PERSONALITY SCALE: WORK STANDARDS
T3162603	PERSONALITY SCALE: EFFORT AT WORK
T3162700	PERSONALITY SCALE: FOLLOWING RULES
T3162701	PERSONALITY SCALE: BREAKING SCHOOL RULES
T3162702	PERSONALITY SCALE: SUPPORT FOR RULES AND TRADITIONS
T3162703	PERSONALITY SCALE: BENDING RULES
T4494400	CURRENTLY HAVE ACCESS TO INTERNET? (SAQ)
T4565400	HOW MANY HOURS PER WEEK DOES R USE A COMPUTER
T4565500	HOW MANY HOURS PER WEEK DOES R WATCH TELEVISION
T4565600	HOW MANY HOURS PER NIGHT DOES R SLEEP
T6141400	CURRENTLY HAVE ACCESS TO INTERNET? (SAQ)
T6209600	HOW MANY HOURS PER WEEK DOES R USE A COMPUTER
T6209700	HOW MANY HOURS PER WEEK DOES R WATCH TELEVISION
T6209800	HOW MANY HOURS PER NIGHT DOES R SLEEP
T6215300	INTEREST IN GOVERNMENT AND PUBLIC AFFAIRS
T6215500	DID R VOTE IN NOVEMBER, 2010?
T6215600	R REGISTERED TO VOTE IN 2010 (RETROSPECTIVE)?
T6215700	R REGISTERED TO VOTE IN 2010 (PROSPECTIVE)?
T6216400	PERSONALITY SCALE: HARD WORKER
T6216401	PERSONALITY SCALE: AMOUNT OF WORK
T6216402	PERSONALITY SCALE: WORK STANDARDS
T6216403	PERSONALITY SCALE: EFFORT AT WORK
T6216500	PERSONALITY SCALE: FOLLOWING RULES
T6216501	PERSONALITY SCALE: BREAKING SCHOOL RULES
T6216502	PERSONALITY SCALE: SUPPORT FOR RULES AND TRADITIONS
T6216503	PERSONALITY SCALE: BENDING RULES
T6759300	WHAT IS R'S CURRENT RELIGIOUS PREFERENCE?
T6759400	R A BORN-AGAIN EVANGELICAL CHRISTIAN?
T7635300	CURRENTLY HAVE ACCESS TO INTERNET? (SAQ)
T7637500	R DOES NOT NEED RELIGION FOR GOOD VALUES
T7637600	R BELIEVES RELIGIOUS TEACHINGS ARE TO BE OBEYED EXACTLY AS WRITTEN
T7637700	R ASKS GOD HELP MAKE DECISIONS
T7637800	GOD NOTHING TO DO HAPPENS TO R
T7637900	R PRAYS MORE THAN ONCE A DAY
T7638000	IMPORTANCE OF RELIGIOUS FAITH IN DAILY LIFE
T7638300	FREQ OF UNPAID VOLUNTEER WORK
T7638400	MAIN REASON FOR VOLUNTEER WORK
T7638500	HOW OFTEN ATTEND COMMUNITY GROUP MEETING
T7638600	DONATED TO A CAUSE IN LAST 12 MONTHS?
T7638700	TOTAL AMOUNT OF MONEY DONATED TO CAUSE
T7707000	HOW MANY HOURS PER WEEK DOES R USE A COMPUTER
T7707100	HOW MANY HOURS PER WEEK DOES R WATCH TELEVISION
T7707200	HOW MANY HOURS PER NIGHT DOES R SLEEP
T8122500	VERSION_R16
T8233500	WHAT IS R'S CURRENT RELIGIOUS PREFERENCE?
T8233600	R A BORN-AGAIN EVANGELICAL CHRISTIAN?
T9040200	FREQ OF UNPAID VOLUNTEER WORK
T9040300	MAIN REASON FOR VOLUNTEER WORK
T9040400	HOW OFTEN ATTEND COMMUNITY GROUP MEETING
T9040500	DONATED TO A CAUSE IN LAST 12 MONTHS?
T9040600	TOTAL AMOUNT OF MONEY DONATED TO CAUSE
R0000100	PUBID, YOUTH CASE IDENTIFICATION CODE
R0520201	BIOCHILD, BIRTHDATE OF R BIO CHILD 01, FINAL (ROS ITEM)
R0520202	BIOCHILD, BIRTHDATE OF R BIO CHILD 01, FINAL (ROS ITEM)
